460	14.666666666666675
A-E	269.66666666666725
ACLoMiK	15.000000000000009
ANPolter	356.33333333333275
Albus	0.0
Alexashko	44.66666666666671
Animasola	32.66666666666662
Balthazar	0.0
Caleb_Crow	0.0
Den4	0.0
Double	0.0
Dr. Boson	51.833333333333385
EnteR	15.333333333333343
Faddey	18.666666666666668
Fenix	206.0
FtW	0.0
Gogi	0.0
Gregg	19.0
IUSius	239.6666666666676
Juppy	1744.3833333332739
Killer Tomatoes	0.0
Lyudmila	44.66666666666671
MEHANIK	91.99999999999987
Max M	0.0
Mexx	0.0
Muzzleman	76.74999999999999
Neuroscan	59.33333333333336
Nicephorus	67.33333333333346
Ouninpohja	0.0
PaYAlnik	267.33333333333536
Prof	44.00000000000005
SVKan	296.3333333333338
Simak793	11.0
Skeptik88	132.6666666666665
Slav-on	32.66666666666662
Spok	27.66666666666668
Topytop	0.0
VeterMir	58.0
Yurka	111.99999999999989
ZaRtin	0.0
adekcandr	0.0
amk	28.0
artemha	0.3333333333333333
arymanuz	75.33333333333334
bemmer	0.0
berger11	77.99999999999997
bovplin	0.0
bsmbt	0.0
dianarws	14.666666666666675
egory6ko	0.0
esaulenka	44.33333333333337
fastback	32.66666666666662
filipok	46.66666666666669
freewind	32.66666666666662
gonshik	18.666666666666668
ilvo	0.0
jurok69	83.66666666666674
krogot88	19.0
kvarkicn	14.666666666666675
le-lexus	29.33333333333335
menand	0.0
mkuzmik	0.0
molotok	0.0
multig	61.33333333333349
oleg_leshee	14.666666666666675
panika	37.333333333333336
pavlinux	0.0
petrex	14.666666666666675
petru440	29.000000000000014
pixel8848	0.0
potato	58.6666666666667
pustota	0.0
raptor12321	18.666666666666668
samcherny	0.0
sc000	0.3333333333333333
schizo	271.333333333334
sergeivl	0.0
shapirus	264.0000000000024
skadi	234.66666666666873
skyrider	14.666666666666675
smol_	52.000000000000064
stronge	29.33333333333335
tene	22.5
tufoed	491.3333333333316
vadim-	155.99999999999986
velomanyak	0.3333333333333333
vlad_11	32.66666666666662
vladimir000000	44.0
wonzen	0.0
yokep	228.66666666666916
yuniki	271.66666666666697
Бивис	0.0
Вадим Бегдаев	79.33333333333333
Димдимыч	37.99999999999999
Лепихов Михаил	43.30000000000015
Лёха Самолётов	0.3333333333333333
Чингачгук	0.0
ШеВ	0.0
снежный мамонт	14.666666666666675
